"lon","lat"
-74.0059413,40.7127837
-77.0368707,38.9071923
-81.3792365,28.5383355
-93.470786,44.8546856
-81.655651,30.3321838
-70.880049,42.5584283
-80.1917902,25.7616798
-80.1917902,25.7616798
-112.0740373,33.4483771
-84.3879824,33.7489954
-79.9261603,40.2031265
-73.7629097,41.0339862
-98.4936282,29.4241219
-118.3916672,56.0696394
-117.3505939,33.1580933
-120.9968782,37.6390972
-117.3505939,33.1580933
-80.1917902,25.7616798
-81.3792365,28.5383355
-117.8531119,33.7877944
-96.7969879,32.7766642
-119.7725868,36.7468422
-118.4911912,34.0194543
-98.2300124,26.2034071
-117.3505939,33.1580933
-96.3977442,30.1668828
-87.6297982,41.8781136
-111.9260519,33.4941704
-97.7430608,30.267153
-122.6764816,45.5230622
-95.992775,36.1539816
-118.3089661,34.1808392
-81.3792365,28.5383355
-111.8910474,40.7607793
-118.451357,34.1898566
-121.8374777,39.7284944
-90.5517534,30.0538131
-81.8723084,26.640628
-80.1917902,25.7616798
-110.926479,32.2217429
-74.297333,4.570868
-117.9145036,33.8352932
-80.0533746,26.7153424
-96.7969879,32.7766642
-74.0059413,40.7127837
-80.8431267,35.2270869
-112.3576567,33.4353394
-118.2436849,34.0522342
-76.3055144,40.0378755
-80.1917902,25.7616798
-117.3961564,33.9533487
-80.3972736,27.6386434
-1.2577263,51.7520209
144.96328,-37.814107
-116.9625269,32.7947731
-81.3792365,28.5383355
-81.8723084,26.640628
-118.3286614,34.0928092
-74.0059413,40.7127837
-117.3505939,33.1580933
-74.0059413,40.7127837
-80.1917902,25.7616798
-78.8866943,33.6890603
-71.0588801,42.3600825
-71.0588801,42.3600825
-118.2436849,34.0522342
-81.3031179,29.028318
-118.2436849,34.0522342
-98.4933873,33.9137085
-121.8946761,36.6002378
-96.7969879,32.7766642
-115.1398296,36.1699412
-75.4901833,40.6084305
-85.3904888,31.2232313
-83.6129939,42.2411499
-120.9968782,37.6390972
-90.0489801,35.1495343
-117.1610838,32.715738
-85.7584557,38.2526647
-81.3792365,28.5383355
-106.7234639,39.576406
-84.5120196,39.1031182
-112.0740373,33.4483771
-71.0588801,42.3600825
-74.0059413,40.7127837
-118.3525748,33.9164032
-118.3525748,33.9164032
-80.1917902,25.7616798
-81.0228331,29.2108147
-82.8001026,27.9658533
-118.3089661,34.1808392
-81.7948103,26.1420358
-81.407571,28.2919557
-83.9787808,30.8365815
-71.0588801,42.3600825
-117.1610838,32.715738
-81.3792365,28.5383355
-117.8678338,33.7455731
-75.8813075,41.2459149
-79.9958864,40.4406248
-76.4921829,38.9784453
-77.4752667,38.7509488
-81.8723084,26.640628
-117.8678338,33.7455731
-118.1937395,33.7700504
-68.7778138,44.8011821
-86.80249,33.5206608
-117.2897652,34.1083449
-118.3089661,34.1808392
-74.4815438,40.7967667
-118.2436849,34.0522342
-90.0489801,35.1495343
-117.1610838,32.715738
-95.3311652,42.8761838
-116.9625269,32.7947731
-74.1723667,40.735657
-117.1610838,32.715738
-83.2910468,42.6389216
-83.0457538,42.331427
-74.297333,4.570868
-86.80249,33.5206608
-73.2103934,40.7298207
-108.5006904,45.7832856
-84.3879824,33.7489954
-80.0533746,26.7153424
-118.0275667,34.0686206
-95.3698028,29.7604267
-96.7969879,32.7766642
-84.5120196,39.1031182
-112.0740373,33.4483771
-73.4454009,40.7325997
-94.3985475,35.3859242
-95.3698028,29.7604267
-118.2436849,34.0522342
-81.3792365,28.5383355
-122.0310733,37.9779776
-83.357567,33.9519347
-118.451357,34.1898566
-96.7969879,32.7766642
-83.6874562,43.0125274
-96.8291685,32.96179
-74.6195327,40.2162036
-66.1057355,18.4655394
-66.1057355,18.4655394
-80.8431267,35.2270869
-98.4933873,33.9137085
-81.655651,30.3321838
-78.8783689,42.8864468
-80.8431267,35.2270869
-118.451357,34.1898566
-86.6250139,41.2958751
9.503716,45.3097228
-82.4571776,27.950575
-122.2711137,37.8043637
-76.6121893,39.2903848
-118.3406288,33.8358492
-79.8953328,40.8611755
-74.1723667,40.735657
-122.0807964,37.6688205
-74.0059413,40.7127837
-122.6764816,45.5230622
-81.3792365,28.5383355
-95.3698028,29.7604267
-111.8412502,33.3061605
-117.8678338,33.7455731
-95.3698028,29.7604267
-118.2436849,34.0522342
-4.224721,57.477773
-74.0059413,40.7127837
-121.9232879,36.5552386
-74.0593075,40.8598219
-117.8678338,33.7455731
-80.1917902,25.7616798
-77.0368707,38.9071923
-75.1652215,39.9525839
-1.2577263,51.7520209
-74.0593075,40.8598219
-95.2860474,29.5635666
-121.8863286,37.3382082
-117.7678355,34.1008426
-97.1466695,31.549333
-92.2895948,34.7464809
-76.6121893,39.2903848
-118.3089661,34.1808392
-81.6943605,41.49932
-83.0457538,42.331427
-82.3878709,28.5552719
-122.7094767,42.1945758
-77.6109219,43.16103
-90.1994042,38.6270025
-81.9498042,28.0394654
-1.794472,51.068785
-4.1426565,50.3754565
-77.4478193,38.9558546
-96.5991593,32.7667955
-74.0059413,40.7127837
-66.1057355,18.4655394
-90.0715323,29.9510658
-112.0740373,33.4483771
-89.9253233,36.8680558
-85.7584557,38.2526647
-80.1373174,26.1224386
-1.794472,51.068785
-118.1937395,33.7700504
-81.8723084,26.640628
-117.1610838,32.715738
-121.7680088,37.6818745
-118.1937395,33.7700504
-122.3320708,47.6062095
-81.655651,30.3321838
-90.1009108,30.4754702
-118.1937395,33.7700504
-79.9958864,40.4406248
-75.1652215,39.9525839
-112.0740373,33.4483771
-117.8678338,33.7455731
-118.3286614,34.0928092
-79.9414266,37.2709704
-80.8431267,35.2270869
-77.0368707,38.9071923
-85.7584557,38.2526647
-74.0059413,40.7127837
-74.1723667,40.735657
-121.7680088,37.6818745
-74.0059413,40.7127837
-84.2963123,33.7748275
-81.3792365,28.5383355
-87.6297982,41.8781136
-118.4911912,34.0194543
-118.451357,34.1898566
-96.8291685,32.96179
-74.0059413,40.7127837
-118.0275667,34.0686206
-75.1652215,39.9525839
-96.7969879,32.7766642
-76.3055144,40.0378755
-74.0059413,40.7127837
-122.0807964,37.6688205
-72.6454469,41.9242917
-121.4943996,38.5815719
-121.4943996,38.5815719
-117.1610838,32.715738
-80.1917902,25.7616798
27.142826,38.423734
-112.0740373,33.4483771
-118.2436849,34.0522342
-122.3320708,47.6062095
-81.3792365,28.5383355
-95.6890185,39.0558235
-80.0533746,26.7153424
-87.449241,37.9568847
-122.3320708,47.6062095
-121.8863286,37.3382082
-121.7680088,37.6818745
-122.0310733,37.9779776
-118.2436849,34.0522342
-95.3698028,29.7604267
-80.8971128,39.7251211
-78.4766781,38.0293059
-94.5785667,39.0997265
-66.1057355,18.4655394
-84.3879824,33.7489954
-80.8075537,28.6122187
-75.1652215,39.9525839
-122.2170661,47.4828776
-117.1610838,32.715738
-77.3860976,38.9695545
-71.1989695,42.1943909
-74.6672226,40.3572976
-77.3860976,38.9695545
-95.3698028,29.7604267
-86.80249,33.5206608
-80.8431267,35.2270869
-118.2436849,34.0522342
-112.0740373,33.4483771
-74.0059413,40.7127837
-118.2436849,34.0522342
-82.4571776,27.950575
-74.0593075,40.8598219
-74.1723652,40.2876108
-74.1723652,40.2876108
-77.0368707,38.9071923
-121.9232879,36.5552386
-79.7919754,36.0726354
-122.2170661,47.4828776
-118.2436849,34.0522342
-77.0368707,38.9071923
-74.1723667,40.735657
-74.0059413,40.7127837
-75.6624122,41.408969
-87.6297982,41.8781136
-82.4571776,27.950575
-74.297333,4.570868
-122.1430195,37.4418834
-96.7969879,32.7766642
-87.9064736,43.0389025
-118.3870173,33.7444613
-118.3286614,34.0928092
-87.6297982,41.8781136
-74.1723667,40.735657
-79.7919754,36.0726354
-118.1164613,34.5794343
-118.451357,34.1898566
-74.6195327,40.2162036
-117.8678338,33.7455731
-74.0059413,40.7127837
-86.7816016,36.1626638
-122.2170661,47.4828776
-81.3792365,28.5383355
-81.3792365,28.5383355
-111.9260519,33.4941704
-87.2169149,30.421309
-93.2650108,44.977753
-96.8291685,32.96179
-81.3792365,28.5383355
-76.1474244,43.0481221
-93.2650108,44.977753
-74.0059413,40.7127837
-118.3089661,34.1808392
-96.7969879,32.7766642
-97.6322639,35.5186678
-74.0059413,40.7127837
-75.4901833,40.6084305
-87.6297982,41.8781136
-83.6874562,43.0125274
-104.990251,39.7392358
-74.1723667,40.735657
-104.990251,39.7392358
-74.6672226,40.3572976
-87.6297982,41.8781136
-117.8678338,33.7455731
-94.7404891,32.5007037
-73.8739659,40.7769271
-87.2169149,30.421309
-95.992775,36.1539816
-122.4194155,37.7749295
-74.0059413,40.7127837
-112.0740373,33.4483771
-96.7969879,32.7766642
-96.7969879,32.7766642
-95.992775,36.1539816
-80.0533746,26.7153424
-121.7680088,37.6818745
-122.3320708,47.6062095
-73.2103934,40.7298207
-117.6508876,34.0633443
-81.0998342,32.0835407
-74.1723667,40.735657
-82.4571776,27.950575
-81.3792365,28.5383355
-74.1723652,40.2876108
-80.0533746,26.7153424
-74.0059413,40.7127837
-78.8783689,42.8864468
-118.2436849,34.0522342
-121.8863286,37.3382082
-84.5120196,39.1031182
-97.5091611,28.0366818
-74.1723652,40.2876108
-81.3914992,32.3363045
-93.2060163,37.0208865
-84.3879824,33.7489954
-96.8291685,32.96179
-83.0457538,42.331427
-80.1373174,26.1224386
-115.1398296,36.1699412
-95.3698028,29.7604267
-122.2711137,37.8043637
-74.0059413,40.7127837
-115.1398296,36.1699412
-111.8910474,40.7607793
-104.990251,39.7392358
-86.7816016,36.1626638
-77.6109219,43.16103
-86.80249,33.5206608
-111.8314724,33.4151843
-159.3377778,22.0522222
-74.1723667,40.735657
-149.9002778,61.2180556
-117.7678355,34.1008426
-122.286865,38.2975381
-149.9002778,61.2180556
-72.6454469,41.9242917
-90.1848103,32.2987573
-73.2103934,40.7298207
-82.1400923,29.1871986
-81.6943605,41.49932
-84.3879824,33.7489954
-74.0059413,40.7127837
-74.0059413,40.7127837
-78.4766781,38.0293059
-96.8291685,32.96179
-82.9987942,39.9611755
-118.2436849,34.0522342
-117.8678338,33.7455731
-2.2426305,53.4807593
-95.6890185,39.0558235
-84.5037164,38.0405837
-121.8863286,37.3382082
-84.3879824,33.7489954
-70.099451,41.2834704
-78.8783689,42.8864468
-72.589811,42.1014831
-71.4128343,41.8239891
-118.2436849,34.0522342
-97.7430608,30.267153
-83.0457538,42.331427
-74.0059413,40.7127837
-71.0588801,42.3600825
-84.7999382,34.1650972
-122.121512,47.6739881
-118.451357,34.1898566
-117.3505939,33.1580933
-117.6508876,34.0633443
-121.6555013,36.6777372
-71.0588801,42.3600825
-119.7725868,36.7468422
-117.8678338,33.7455731
-74.7429384,40.2170534
-118.0275667,34.0686206
-74.0059413,40.7127837
-74.0593075,40.8598219
-79.9958864,40.4406248
-96.7969879,32.7766642
-118.2436849,34.0522342
-86.7816016,36.1626638
-74.0059413,40.7127837
-74.0059413,40.7127837
-77.4105409,39.4142688
-81.655651,30.3321838
-74.0059413,40.7127837
-88.2314813,43.0116784
-74.0059413,40.7127837
-112.4685025,34.5400242
-111.8910474,40.7607793
-79.9310512,32.7764749
-86.158068,39.768403
-82.9987942,39.9611755
-94.2629687,35.0787629
-122.3320708,47.6062095
-96.7969879,32.7766642
-119.7725868,36.7468422
-89.4012302,43.0730517
-82.5306527,27.3364347
-74.0059413,40.7127837
-84.3879824,33.7489954
-75.1652215,39.9525839
-74.0059413,40.7127837
-81.6943605,41.49932
-122.3320708,47.6062095
-77.6109219,43.16103
-121.4943996,38.5815719
-86.2519898,41.6763545
-87.6297982,41.8781136
-122.3320708,47.6062095
-83.9207392,35.9606384
-95.3698028,29.7604267
-85.1393513,41.079273
-95.3698028,29.7604267
-108.5006904,45.7832856
-75.5397878,39.7390721
-86.158068,39.768403
-83.1497751,42.6064095
-75.0862958,39.8050268
-74.0162658,40.4781616
-118.2436849,34.0522342
-84.3879824,33.7489954
